family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR46594	PTN000642961	GO:0016020	C	IBD	false	RGD:2179|AGI_LocusCode:AT5G21930|UniProtKB:Q04656|FB:FBgn0030343|CGD:CAL0000174668|UniProtKB:Q8I3A0|RGD:2180|MGI:MGI:99400|SGD:S000002678|UniProtKB:Q387C6|UniProtKB:P9WPT5|UniProtKB:P35670|UniProtKB:A0A0P0X004|UniProtKB:Q59385|MGI:MGI:103297|UniProtKB:P9WPU1	taxon:	20260530
PTHR46594	PTN000642961	GO:0005507	F	IBD	false	SGD:S000002678|UniProtKB:P35670|UniProtKB:Q8I3A0|UniProtKB:P73241|UniProtKB:Q04656|RGD:2180	taxon:	20230112
PTHR46594	PTN000642961	GO:0140581	F	IBD	false	UniProtKB:P35670|UniProtKB:P9WPU1|MGI:MGI:103297|UniProtKB:Q04656|MGI:MGI:99400|CGD:CAL0000174668	taxon:	20260530
PTHR46594	PTN000642961	GO:0055070	P	IBD	false	MGI:MGI:99400|MGI:MGI:103297|FB:FBgn0030343|CGD:CAL0000174668|UniProtKB:Q04656|AGI_LocusCode:AT4G33520	taxon:	20230407
PTHR46594	PTN001185001	GO:0005802	C	IBD	false	RGD:2179|UniProtKB:Q04656|MGI:MGI:99400|UniProtKB:P35670|RGD:2180|MGI:MGI:103297	taxon:6072	20241121
PTHR46594	PTN001185001	GO:0005886	C	IBD	false	MGI:MGI:99400|FB:FBgn0030343|RGD:2180|UniProtKB:Q04656|UniProtKB:P35670|RGD:2179	taxon:6072	20240920
PTHR46594	PTN001185001	GO:0015677	P	IBD	false	MGI:MGI:99400	taxon:6072	20260530
PTHR46594	PTN002927163	GO:0005886	C	IBD	false	UniProtKB:A3AWA4|SGD:S000000499	taxon:2	20260530
PTHR46594	PTN002927163	GO:0005507	F	IBD	false	SGD:S000000499	taxon:2	20240606
PTHR46594	PTN002927163	GO:0010273	P	IBD	false	AGI_LocusCode:AT1G63440	taxon:2	20240606
PTHR46594	PTN002927163	GO:0055085	P	IBD	false	SGD:S000000499	taxon:2	20240606
PTHR46594	PTN008451426	GO:0006878	P	IBD	false	MGI:MGI:103297|UniProtKB:Q04656|MGI:MGI:99400|FB:FBgn0030343	taxon:33213	20211112
PTHR46594	PTN008451426	GO:0060003	P	IBD	false	MGI:MGI:99400|RGD:2180|UniProtKB:Q04656|RGD:2179	taxon:33213	20210531
PTHR46594	PTN008470172	GO:0008551	F	IBD	false	SGD:S000000499	taxon:33154	20240606
