suggested_review_name	ordered_locus	uniprot_accession	entry_name	primary_gene	all_gene_names	protein_name	reviewed	annotation_score	ec_numbers	go_ids	primary_bucket_id	primary_bucket_label	is_primary_for_pathway	membership_source	membership_pathway_id	membership_pathway_name	gene_dir	review_status	review_file	curation_status	asta_research_status	asta_research_file
dnaN	PP_0011	P0A120	DPO3B_PSEPK	dnaN	dnaN PP_0011	Beta sliding clamp (Beta clamp) (Sliding clamp) (Beta-clamp processivity factor) (DNA polymerase III beta sliding clamp subunit) (DNA polymerase III subunit beta)	reviewed	3.0		GO:0003677; GO:0003887; GO:0005737; GO:0006271; GO:0008408; GO:0009360; GO:0042802	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/dnaN	PRESENT	genes/PSEPK/dnaN/dnaN-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dnaN/dnaN-deep-research-asta.md
polA	PP_0123	Q88RK6	Q88RK6_PSEPK	polA	polA PP_0123	DNA polymerase I (EC 2.7.7.7)	unreviewed	2.0	2.7.7.7	GO:0003677; GO:0003887; GO:0006261; GO:0006302; GO:0008408; GO:0008409	kegg:ppu03420	Nucleotide excision repair	false	KEGG	ppu03030	DNA replication	genes/PSEPK/polA	PRESENT	genes/PSEPK/polA/polA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/polA/polA-deep-research-asta.md
PP_0353	PP_0353	Q88QY1	Q88QY1_PSEPK	PP_0353	PP_0353	Exonuclease	unreviewed	1.0		GO:0003676; GO:0005829; GO:0006259; GO:0008408	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/PP_0353	PRESENT	genes/PSEPK/PP_0353/PP_0353-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_0353/PP_0353-deep-research-asta.md
dnaG	PP_0388	P0A118	DNAG_PSEPK	dnaG	dnaG PP_0388	DNA primase (EC 2.7.7.101)	reviewed	3.0	2.7.7.101	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006269; GO:0008270; GO:1990077	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/dnaG	PRESENT	genes/PSEPK/dnaG/dnaG-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dnaG/dnaG-deep-research-asta.md
ssb	PP_0485	Q88QK5	SSB_PSEPK	ssb	ssb PP_0485	Single-stranded DNA-binding protein (SSB)	reviewed	2.0		GO:0003697; GO:0006260; GO:0006281; GO:0006310; GO:0009295	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/ssb	PRESENT	genes/PSEPK/ssb/ssb-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/ssb/ssb-deep-research-asta.md
holC	PP_0979	Q88P74	Q88P74_PSEPK	holC	holC PP_0979	DNA polymerase III subunit chi (EC 2.7.7.7)	unreviewed	1.0	2.7.7.7	GO:0003677; GO:0003887; GO:0006260; GO:0032298	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/holC	PRESENT	genes/PSEPK/holC/holC-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/holC/holC-deep-research-asta.md
rnhB	PP_1605	Q88MG6	RNH2_PSEPK	rnhB	rnhB PP_1605	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	reviewed	3.0	3.1.26.4	GO:0003723; GO:0004523; GO:0005737; GO:0006298; GO:0030145; GO:0032299; GO:0043137	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/rnhB	PRESENT	genes/PSEPK/rnhB/rnhB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rnhB/rnhB-deep-research-asta.md
dnaEA	PP_1606	Q88MG5	Q88MG5_PSEPK	dnaEA	dnaEA PP_1606	DNA polymerase III subunit alpha (EC 2.7.7.7)	unreviewed	2.0	2.7.7.7	GO:0003676; GO:0003887; GO:0005737; GO:0006260; GO:0008408	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/dnaEA	PRESENT	genes/PSEPK/dnaEA/dnaEA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dnaEA/dnaEA-deep-research-asta.md
holB	PP_1966	Q88LG7	Q88LG7_PSEPK	holB	holB PP_1966	DNA polymerase III subunit delta' (EC 2.7.7.7)	unreviewed	2.0	2.7.7.7	GO:0003677; GO:0003887; GO:0006261; GO:0008408; GO:0009360	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/holB	PRESENT	genes/PSEPK/holB/holB-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/holB/holB-deep-research-asta.md
PP_3893	PP_3893	Q88G33	Q88G33_PSEPK	PP_3893	PP_3893	DNA 5'-3' helicase (EC 5.6.2.3)	unreviewed	2.0	5.6.2.3	GO:0003677; GO:0005524; GO:0005829; GO:0006269; GO:0016787; GO:0043139; GO:1990077	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/PP_3893	PRESENT	genes/PSEPK/PP_3893/PP_3893-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/PP_3893/PP_3893-deep-research-asta.md
dnaQ	PP_4141	Q88FF6	Q88FF6_PSEPK	dnaQ	dnaQ PP_4141	DNA polymerase III subunit epsilon (EC 2.7.7.7)	unreviewed	3.0	2.7.7.7	GO:0003677; GO:0003887; GO:0005829; GO:0008408; GO:0045004; GO:0046872	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/dnaQ	PRESENT	genes/PSEPK/dnaQ/dnaQ-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/dnaQ/dnaQ-deep-research-asta.md
rnhA	PP_4142	Q88FF5	RNH_PSEPK	rnhA	rnhA PP_4142	Ribonuclease HI (RNase HI) (EC 3.1.26.4)	reviewed	3.0	3.1.26.4	GO:0000287; GO:0003676; GO:0004523; GO:0005737; GO:0043137	kegg:ppu03030	DNA replication	true	KEGG	ppu03030	DNA replication	genes/PSEPK/rnhA	PRESENT	genes/PSEPK/rnhA/rnhA-ai-review.yaml	CURATED	PRESENT	genes/PSEPK/rnhA/rnhA-deep-research-asta.md
