batch_id	source_pr	source_pr_url	merged_at	species	gene_symbol	change_status	review_yaml_path	review_html_path
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	ACIN1	added	genes/human/ACIN1/ACIN1-ai-review.yaml	genes/human/ACIN1/ACIN1-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	ATG14	added	genes/human/ATG14/ATG14-ai-review.yaml	genes/human/ATG14/ATG14-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	BECN2	added	genes/human/BECN2/BECN2-ai-review.yaml	genes/human/BECN2/BECN2-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	CDK5	added	genes/human/CDK5/CDK5-ai-review.yaml	genes/human/CDK5/CDK5-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	CDK5R1	added	genes/human/CDK5R1/CDK5R1-ai-review.yaml	genes/human/CDK5R1/CDK5R1-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	CHMP4A	added	genes/human/CHMP4A/CHMP4A-ai-review.yaml	genes/human/CHMP4A/CHMP4A-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	CHMP4B	added	genes/human/CHMP4B/CHMP4B-ai-review.yaml	genes/human/CHMP4B/CHMP4B-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	CHMP4C	added	genes/human/CHMP4C/CHMP4C-ai-review.yaml	genes/human/CHMP4C/CHMP4C-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	CHMP5	added	genes/human/CHMP5/CHMP5-ai-review.yaml	genes/human/CHMP5/CHMP5-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	CHMP6	added	genes/human/CHMP6/CHMP6-ai-review.yaml	genes/human/CHMP6/CHMP6-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	CHMP7	added	genes/human/CHMP7/CHMP7-ai-review.yaml	genes/human/CHMP7/CHMP7-ai-review.html
proteostasis-pr-1217	1217	https://github.com/ai4curation/ai-gene-review/pull/1217	2026-06-02T19:59:17Z	human	GBA1	added	genes/human/GBA1/GBA1-ai-review.yaml	genes/human/GBA1/GBA1-ai-review.html
