family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR48051	PTN002351936	GO:0046579	P	IBD	false	WB:WBGene00004929	taxon:1206794	20250403
PTHR48051	PTN002545425	GO:0007265	P	IBD	false	MGI:MGI:103040	taxon:7711	20250403
PTHR48051	PTN002699655	GO:0005856	C	IBD	false	MGI:MGI:2448063	taxon:117571	20180328
PTHR48051	PTN002699655	GO:0030017	C	IBD	false	MGI:MGI:2448063	taxon:117571	20180328
PTHR48051	PTN002699655	GO:0003779	F	IBD	false	MGI:MGI:2448063	taxon:117571	20180328
PTHR48051	PTN002699655	GO:0055013	P	IBD	false	MGI:MGI:2448063	taxon:117571	20180328
PTHR48051	PTN002699689	GO:0016605	C	IBD	false	UniProtKB:O75427	taxon:117571	20231109
PTHR48051	PTN002699691	GO:0005829	C	IBD	false	UniProtKB:Q96II8	taxon:117571	20180328
PTHR48051	PTN002699694	GO:0005737	C	IBD	false	UniProtKB:Q9Y2L9	taxon:117571	20180328
PTHR48051	PTN002699694	GO:1990869	P	IBD	false	MGI:MGI:2443390|UniProtKB:Q9Y2L9	taxon:117571	20180328
PTHR48051	PTN002699694	GO:2000405	P	IBD	false	UniProtKB:Q9Y2L9|MGI:MGI:2443390	taxon:117571	20180328
PTHR48051	PTN002907766	GO:0006954	P	IBD	false	UniProtKB:Q9Y4C4|MGI:MGI:1098644	taxon:117571	20240418
PTHR48051	PTN002907766	GO:0045087	P	IBD	false	MGI:MGI:1098644|UniProtKB:Q9Y4C4	taxon:117571	20240418
PTHR48051	PTN002907983	GO:0005737	C	IBD	false	UniProtKB:Q96AG4	taxon:117571	20230604
PTHR48051	PTN002908058	GO:0005737	C	IBD	false	UniProtKB:Q6ZVD8	taxon:117571	20230604
PTHR48051	PTN002908064	GO:0005737	C	IBD	false	RGD:621308	taxon:117571	20230604
PTHR48051	PTN002908078	GO:0005886	C	IRD	true	PANTHER:PTN008697338	taxon:117571	20260530
PTHR48051	PTN002908078	GO:0034702	C	IRD	true	PANTHER:PTN008697338	taxon:117571	20241121
PTHR48051	PTN002908078	GO:0005225	F	IRD	true	PANTHER:PTN008697338	taxon:117571	20250403
PTHR48051	PTN002908078	GO:0015810	P	IRD	true	PANTHER:PTN008697338	taxon:117571	20231031
PTHR48051	PTN002908078	GO:0038180	P	IBD	false	RGD:1308146	taxon:117571	20250403
PTHR48051	PTN002908078	GO:0046579	P	IBD	false	UniProtKB:Q9UQ13	taxon:117571	20231031
PTHR48051	PTN002908078	GO:0098656	P	IRD	true	PANTHER:PTN008697338	taxon:117571	20241121
PTHR48051	PTN008161237	GO:0006915	P	IBD	false	UniProtKB:Q9HB75|MGI:MGI:1889507	taxon:117571	20240418
PTHR48051	PTN008161690	GO:0055046	P	IBD	false	AGI_LocusCode:AT3G11330|AGI_LocusCode:AT3G26500|AGI_LocusCode:AT5G05850|AGI_LocusCode:AT1G12970	taxon:71240	20240328
PTHR48051	PTN008161753	GO:0035556	P	IBD	false	UniProtKB:Q9HB75|UniProtKB:Q9Y4C4|UniProtKB:Q5S007|MGI:MGI:103040|MGI:MGI:1913975	taxon:2759	20250413
PTHR48051	PTN008288294	GO:0005737	C	IBD	false	UniProtKB:Q9BTT6|FB:FBgn0038816|SGD:S000003542	taxon:	20250904
PTHR48051	PTN008697338	GO:0005737	C	IBD	false	UniProtKB:Q6P9F7|UniProtKB:Q9UQ13|UniProtKB:Q6NSJ5|MGI:MGI:2140839|UniProtKB:Q7L1W4|UniProtKB:Q8IWT6|UniProtKB:Q8TDW0	taxon:	20260530
PTHR48051	PTN008697338	GO:0005886	C	IBD	false	RGD:1309601|UniProtKB:Q8IWT6|UniProtKB:Q8TDW0|MGI:MGI:2140839|UniProtKB:Q7L1W4|RGD:1306585|UniProtKB:Q6NSJ5|MGI:MGI:1922368|MGI:MGI:2652847|RGD:1311979|UniProtKB:Q6P9F7	taxon:	20260530
PTHR48051	PTN008697338	GO:0034702	C	IBD	false	MGI:MGI:2140839|UniProtKB:Q7L1W4|UniProtKB:Q8IWT6|RGD:1309601|MGI:MGI:2652847|UniProtKB:Q6P9F7|RGD:1306585|UniProtKB:Q6NSJ5	taxon:	20241121
PTHR48051	PTN008697338	GO:0005225	F	IBD	false	UniProtKB:Q8IWT6|ZFIN:ZDB-GENE-030131-5853|UniProtKB:Q8TDW0|MGI:MGI:2652847|RGD:1311690|MGI:MGI:1922368	taxon:	20250403
PTHR48051	PTN008697338	GO:0015810	P	IBD	false	UniProtKB:Q7L1W4|RGD:1306585|RGD:1311690|RGD:1309601|UniProtKB:Q6NSJ5	taxon:	20231031
PTHR48051	PTN008697338	GO:0098656	P	IBD	false	MGI:MGI:2140839|UniProtKB:Q7L1W4|UniProtKB:Q8IWT6|UniProtKB:Q8TDW0|MGI:MGI:2652847|UniProtKB:Q6P9F7|UniProtKB:Q6NSJ5	taxon:	20241121
PTHR48051	PTN008697338	GO:0140361	P	IBD	false	UniProtKB:Q8TDW0|UniProtKB:Q6NSJ5|UniProtKB:Q8IWT6|MGI:MGI:2652847|MGI:MGI:1919517	taxon:	20241121
PTHR48051	PTN009184913	GO:0004722	F	IBD	false	UniProtKB:Q6ZVD8|UniProtKB:O60346|RGD:621308	taxon:6072	20260530
