family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR11227	PTN000132136	GO:0034045	C	IBD	false	MGI:MGI:1261864|UniProtKB:Q9Y4P8|UniProtKB:Q5MNZ9|MGI:MGI:1923831|SGD:S000001917	taxon:	20260528
PTHR11227	PTN000132136	GO:0030674	F	IBD	false	UniProtKB:Q5MNZ9	taxon:	20240924
PTHR11227	PTN000132136	GO:0032266	F	IBD	false	UniProtKB:Q5MNZ6|WB:WBGene00018294|UniProtKB:Q5MNZ9|SGD:S000003455|UniProtKB:Q9Y484|SGD:S000006021|SGD:S000001917|WB:WBGene00012641|UniProtKB:Q9Y4P8|MGI:MGI:1923831	taxon:	20250902
PTHR11227	PTN000132136	GO:0080025	F	IBD	false	UniProtKB:Q5MNZ6|WB:WBGene00018294|UniProtKB:Q5MNZ9|SGD:S000003455|SGD:S000001917|WB:WBGene00012641|SGD:S000006021|UniProtKB:Q9Y4P8	taxon:	20200807
PTHR11227	PTN000132136	GO:0000422	P	IBD	false	FB:FBgn0035850|SGD:S000006021	taxon:	20241120
PTHR11227	PTN000132136	GO:0000425	P	IBD	false	SGD:S000001917	taxon:	20241015
PTHR11227	PTN000132136	GO:0034497	P	IBD	false	SGD:S000006021|MGI:MGI:1923831|UniProtKB:Q9Y4P8	taxon:	20200807
PTHR11227	PTN000132136	GO:0044804	P	IBD	false	SGD:S000003455|SGD:S000001917|SGD:S000006021	taxon:	20240205
PTHR11227	PTN000132136	GO:0061723	P	IBD	false	FB:FBgn0035850	taxon:	20230704
PTHR11227	PTN000881190	GO:0000329	C	IBD	false	CGD:CAL0000198706|SGD:S000001917|PomBase:SPAC589.07c|SGD:S000006021	taxon:4751	20240205
