gene	taxon	term_id	term_label	action	negated	has_replacement	file
dfrP	Bacillus phage phiNIT1	GO:0046452	dihydrofolate metabolic process	ACCEPT	False	False	genes/9CAUD/dfrP/dfrP-ai-review.yaml
dfrP	Bacillus phage phiNIT1	GO:0046655	folic acid metabolic process	KEEP_AS_NON_CORE	False	False	genes/9CAUD/dfrP/dfrP-ai-review.yaml
I7J3R9	Tequatrovirus	GO:0006302	double-strand break repair	REMOVE	False	False	genes/9CAUD/g022/g022-ai-review.yaml
NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0005737	cytoplasm	MARK_AS_OVER_ANNOTATED	False	False	genes/9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-ai-review.yaml
NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0005829	cytosol	MARK_AS_OVER_ANNOTATED	False	False	genes/9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-ai-review.yaml
NCGR_LOCUS10166	Miscanthus lutarioriparius	GO:0009570	chloroplast stroma	MARK_AS_OVER_ANNOTATED	False	False	genes/9POAL/NCGR_LOCUS10166/NCGR_LOCUS10166-ai-review.yaml
NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0005986	sucrose biosynthetic process	REMOVE	False	False	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0006000	fructose metabolic process	MARK_AS_OVER_ANNOTATED	False	False	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0006002	fructose 6-phosphate metabolic process	MARK_AS_OVER_ANNOTATED	False	False	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0006094	gluconeogenesis	REMOVE	False	False	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0005737	cytoplasm	REMOVE	False	False	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
NCGR_LOCUS1270	Miscanthus lutarioriparius	GO:0005829	cytosol	REMOVE	False	False	genes/9POAL/NCGR_LOCUS1270/NCGR_LOCUS1270-ai-review.yaml
NCGR_LOCUS1765	Miscanthus lutarioriparius	GO:0003729	mRNA binding	ACCEPT	False	False	genes/9POAL/NCGR_LOCUS1765/NCGR_LOCUS1765-ai-review.yaml
NCGR_LOCUS1765	Miscanthus lutarioriparius	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	ACCEPT	False	False	genes/9POAL/NCGR_LOCUS1765/NCGR_LOCUS1765-ai-review.yaml
NCGR_LOCUS27674	Miscanthus lutarioriparius	GO:0005504	fatty acid binding	REMOVE	False	False	genes/9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-ai-review.yaml
NCGR_LOCUS27674	Miscanthus lutarioriparius	GO:0009570	chloroplast stroma	UNDECIDED	False	False	genes/9POAL/NCGR_LOCUS27674/NCGR_LOCUS27674-ai-review.yaml
NCGR_LOCUS29329	Miscanthus lutarioriparius	GO:0009067	aspartate family amino acid biosynthetic process	ACCEPT	False	False	genes/9POAL/NCGR_LOCUS29329/NCGR_LOCUS29329-ai-review.yaml
NCGR_LOCUS29329	Miscanthus lutarioriparius	GO:0009090	L-homoserine biosynthetic process	ACCEPT	False	False	genes/9POAL/NCGR_LOCUS29329/NCGR_LOCUS29329-ai-review.yaml
NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0009060	aerobic respiration	ACCEPT	False	False	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0022904	respiratory electron transport chain	ACCEPT	False	False	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
NCGR_LOCUS67308	Miscanthus lutarioriparius	GO:0005739	mitochondrion	ACCEPT	False	False	genes/9POAL/NCGR_LOCUS67308/NCGR_LOCUS67308-ai-review.yaml
OLFML2A	Piliocolobus tephrosceles	GO:0007165	signal transduction	MARK_AS_OVER_ANNOTATED	False	False	genes/9PRIM/A0A8C9H4D2/A0A8C9H4D2-ai-review.yaml
celX	Acetivibrio thermocellus	GO:0004622	phosphatidylcholine lysophospholipase A1 activity	MODIFY	False	True	genes/ACET2/P15329/P15329-ai-review.yaml
xghA	Acetivibrio thermocellus	GO:0010411	xyloglucan metabolic process	ACCEPT	False	False	genes/ACET2/Q70DK5/Q70DK5-ai-review.yaml
celC	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	GO:0005576	extracellular region	ACCEPT	False	False	genes/ACET2/celC/celC-ai-review.yaml
celC	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	GO:0008422	beta-glucosidase activity	REMOVE	False	False	genes/ACET2/celC/celC-ai-review.yaml
celC	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	GO:0009251	glucan catabolic process	ACCEPT	False	False	genes/ACET2/celC/celC-ai-review.yaml
celC	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	GO:0009986	cell surface	REMOVE	False	False	genes/ACET2/celC/celC-ai-review.yaml
ermA	Aeromicrobium erythreum (strain ATCC 51598 / DSM 8599 / JCM 8359 / NBRC 15406 / NRRL B-3381)	GO:0005829	cytosol	ACCEPT	False	False	genes/AERER/ermA/ermA-ai-review.yaml
ermA	Aeromicrobium erythreum (strain ATCC 51598 / DSM 8599 / JCM 8359 / NBRC 15406 / NRRL B-3381)	GO:0031167	rRNA methylation	ACCEPT	False	False	genes/AERER/ermA/ermA-ai-review.yaml
mcr-3	Aeromonas media	GO:0009244	lipopolysaccharide core region biosynthetic process	MARK_AS_OVER_ANNOTATED	False	False	genes/AERME/mcr-3/mcr-3-ai-review.yaml
mcr-3	Aeromonas media	GO:0016776	phosphotransferase activity, phosphate group as acceptor	MODIFY	False	True	genes/AERME/mcr-3/mcr-3-ai-review.yaml
fibrolase	Agkistrodon contortrix contortrix	GO:0005886	plasma membrane	REMOVE	False	False	genes/AGKCO/fibrolase/fibrolase-ai-review.yaml
