family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR10454	PTN000047947	GO:0005737	C	IBD	false	UniProtKB:Q95ND5|FB:FBgn0019972|MGI:MGI:1261423|RGD:61867|WB:WBGene00000417|UniProtKB:Q92851|UniProtKB:Q6UXS9|MGI:MGI:97295|MGI:MGI:107700|UniProtKB:P55212|UniProtKB:P49662|MGI:MGI:107739|MGI:MGI:1277950|UniProtKB:P51878|FB:FBgn0010501|UniProtKB:P42575|MGI:MGI:1312922|UniProtKB:P31944|ZFIN:ZDB-GENE-000616-3|UniProtKB:P55211|RGD:2275|UniProtKB:O15519|UniProtKB:Q14790|MGI:MGI:1335092|FB:FBgn0020381|RGD:620945|FB:FBgn0028381|UniProtKB:Q8MKI5|ZFIN:ZDB-GENE-020812-1|FB:FBgn0033051|UniProtKB:P55210|MGI:MGI:1336166|UniProtKB:P42574	taxon:	20260528
PTHR10454	PTN000047947	GO:0004197	F	IBD	false	MGI:MGI:107700|MGI:MGI:97295|UniProtKB:Q92851|WB:WBGene00000417|MGI:MGI:1261423|FB:FBgn0019972|UniProtKB:P55211|ZFIN:ZDB-GENE-000616-3|MGI:MGI:1312922|UniProtKB:P42575|FB:FBgn0010501|UniProtKB:A0A1D5PPP7|UniProtKB:P51878|MGI:MGI:1277950|MGI:MGI:107739|UniProtKB:P49662|UniProtKB:P55212|MGI:MGI:109383|FB:FBgn0028381|FB:FBgn0020381|RGD:620945|MGI:MGI:1335092|UniProtKB:Q14790|UniProtKB:P42574|UniProtKB:P55210|UniProtKB:F1NV61|FB:FBgn0033659|ZFIN:ZDB-GENE-020812-1	taxon:	20260828
PTHR10454	PTN000047947	GO:0006915	P	IBD	false	MGI:MGI:1312922|UniProtKB:P42575|FB:FBgn0010501|UniProtKB:P55211|MGI:MGI:107739|UniProtKB:P49662|UniProtKB:P55212|ZFIN:ZDB-GENE-011210-1|MGI:MGI:1277950|UniProtKB:A0A1D5PPP7|MGI:MGI:97295|ZFIN:ZDB-GENE-030825-3|RGD:620944|FB:FBgn0019972|MGI:MGI:1261423|WB:WBGene00000417|RGD:61867|UniProtKB:P42574|UniProtKB:P55210|FB:FBgn0033051|FB:FBgn0033659|MGI:MGI:109383|UniProtKB:Q8MKI5|RGD:621758|UniProtKB:Q14790|RGD:2275|FB:FBgn0028381|FB:FBgn0020381	taxon:	20260828
PTHR10454	PTN000047947	GO:0043525	P	IBD	false	WB:WBGene00000417|MGI:MGI:1277950|RGD:620945|RGD:2275|RGD:69274|RGD:70967	taxon:	20230614
PTHR10454	PTN002572970	GO:0006915	P	IRD	true	PANTHER:PTN000047947	taxon:117571	20260828
PTHR10454	PTN002572970	GO:0008544	P	IBD	false	UniProtKB:P31944|MGI:MGI:1335092	taxon:117571	20260828
PTHR10454	PTN002572970	GO:0043525	P	IRD	true	PANTHER:PTN000047947	taxon:117571	20260727
PTHR10454	PTN002573018	GO:0031264	C	IBD	false	RGD:2275	taxon:117571	20230905
PTHR10454	PTN002573018	GO:0030182	P	IBD	false	RGD:2275	taxon:117571	20200312
PTHR10454	PTN002573018	GO:0030216	P	IBD	false	MGI:MGI:107739	taxon:117571	20200312
PTHR10454	PTN002573018	GO:0030218	P	IBD	false	UniProtKB:P42574	taxon:117571	20200312
PTHR10454	PTN002573039	GO:0097194	P	IBD	false	UniProtKB:P55210|MGI:MGI:109383	taxon:117571	20230405
PTHR10454	PTN008306143	GO:0005829	C	IBD	false	UniProtKB:P31944|UniProtKB:P55211|MGI:MGI:107700|ZFIN:ZDB-GENE-000616-3|UniProtKB:P49662|ZFIN:ZDB-GENE-020812-1|UniProtKB:P51878|MGI:MGI:1277950	taxon:	20260528
PTHR10454	PTN008499732	GO:0008047	F	IBD	false	RGD:2275	taxon:	20230614
PTHR10454	PTN008499732	GO:0006508	P	IBD	false	RGD:2275|MGI:MGI:107739|UniProtKB:P42574	taxon:	20240729
PTHR10454	PTN008499732	GO:0097194	P	IBD	false	UniProtKB:P42574|MGI:MGI:107739	taxon:	20230905
