family	node	go_id	aspect	evidence	negated	seeds	taxon	date
PTHR22942	PTN000534540	GO:0000794	C	IBD	false	CGD:CAL0000182507|MGI:MGI:105393|SGD:S000000981	taxon:2759	20230111
PTHR22942	PTN000534540	GO:0007131	P	IBD	false	UniProtKB:Q7GBF8|CGD:CAL0000182507|PomBase:SPAC8E11.03c|MGI:MGI:105393|SGD:S000000981|AGI_LocusCode:AT3G22880|UniProtKB:Q14565|UniProtKB:Q7GBF7	taxon:2759	20260601
PTHR22942	PTN000534540	GO:0070192	P	IBD	false	UniProtKB:Q7GBF8|MGI:MGI:105393|UniProtKB:Q14565|AGI_LocusCode:AT3G22880|SGD:S000000981|UniProtKB:Q7GBF7	taxon:2759	20260601
PTHR22942	PTN000534635	GO:0000794	C	IBD	false	WB:WBGene00004297|UniProtKB:Q06609|SGD:S000000897|MGI:MGI:97890	taxon:2759	20200809
PTHR22942	PTN000534635	GO:0007131	P	IBD	false	MGI:MGI:97890|PomBase:SPAC644.14c|SGD:S000000897	taxon:2759	20230603
PTHR22942	PTN000534635	GO:0070192	P	IBD	false	MGI:MGI:97890|FB:FBgn0003479|WB:WBGene00004297	taxon:2759	20200809
PTHR22942	PTN001415033	GO:0000150	F	IBD	false	WB:WBGene00004297|UniProtKB:Q8IIS8|MGI:MGI:97890|UniProtKB:Q06609|PomBase:SPAC644.14c|SGD:S000000897|PomBase:SPAC8E11.03c|MGI:MGI:105393|SGD:S000000981|UniProtKB:Q14565	taxon:	20260601
PTHR22942	PTN001415033	GO:0003690	F	IBD	false	WB:WBGene00004297|SGD:S000000981|CGD:CAL0000182507|UniProtKB:Q7GBF8|PomBase:SPAC8E11.03c|PomBase:SPAC644.14c|UniProtKB:Q06609|UniProtKB:O61127|SGD:S000000897	taxon:	20250903
PTHR22942	PTN001415033	GO:0003697	F	IBD	false	UniProtKB:Q7GBF8|PomBase:SPAC644.14c|UniProtKB:O61127|UniProtKB:Q06609|MGI:MGI:105393|MGI:MGI:97890|CGD:CAL0000182507|PomBase:SPAC8E11.03c|SGD:S000000897|SGD:S000000981|UniProtKB:Q14565	taxon:	20260601
PTHR22942	PTN001415033	GO:0008094	F	IBD	false	WB:WBGene00004297|UniProtKB:Q8IIS8|SGD:S000000897|PomBase:SPAC644.14c|PomBase:SPAC8E11.03c|UniProtKB:Q7GBF8|UniProtKB:Q14565|SGD:S000000981	taxon:	20260601
PTHR22942	PTN001415033	GO:0000730	P	IBD	false	PomBase:SPAC20H4.07|SGD:S000002411|PomBase:SPAC644.14c|PomBase:SPAC8E11.03c	taxon:	20260601
PTHR22942	PTN001415033	GO:0006312	P	IBD	false	SGD:S000002411|SGD:S000000897|PomBase:SPAC644.14c|UniProtKB:C8VSQ3|MGI:MGI:97890	taxon:	20220924
PTHR22942	PTN001415033	GO:0042148	P	IBD	false	PomBase:SPAC8E11.03c|UniProtKB:Q06609|PomBase:SPAC644.14c|SGD:S000000897	taxon:	20250903
